sequenceID	locus_numeric_id	ehbv-element-stem	host_species	host_class	host_superorder	major_clade	middle_clade	minor_clade	host_order	host_family	host_genus	target_version	target_name	scaffold	orientation	extract_start	extract_end	sequence_length	locus_name	virus_genus	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches
ehbv-avi.27.156-Phalacrocorax_carbo	27	ehbv-avi.27.156	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold7088	+	74239	74568	330	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	143	83.505	1.84	48	0	0
ehbv-avi.27.157-Phalacrocorax_carbo	27	ehbv-avi.27.157	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold20432	-	8733	9044	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	143	87.629	1.45	48	0	0
ehbv-avi.27.158-Nannopterum_harrisi	27	ehbv-avi.27.158	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000282.1	-	1095609	1095920	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	143	88.66	1.6	48	0	0
ehbv-avi.27.159-Phalacrocorax_carbo	27	ehbv-avi.27.159	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold33047	-	13367	13711	345	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	49	339	97	142	92.784	8.72	48	0	0
ehbv-avi.27.160-Nannopterum_harrisi	27	ehbv-avi.27.160	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000387.1	-	110005	110319	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	142	87.629	4.36	48	0	0
ehbv-avi.27.161-Phalacrocorax_carbo	27	ehbv-avi.27.161	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold23034	-	234	635	402	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	106	396	97	142	92.784	8.35	48	0	0
ehbv-avi.27.162-Nannopterum_brasilianus	27	ehbv-avi.27.162	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01000923.1	-	156292	156606	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	142	87.629	4.36	48	0	0
ehbv-avi.27.163-Phalacrocorax_harrisi	27	ehbv-avi.27.163	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000387.1	-	110005	110319	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	142	87.629	4.36	48	0	0
ehbv-avi.27.164-Phalacrocorax_harrisi	27	ehbv-avi.27.164	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000282.1	+	985438	985782	345	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	16	300	95	142	90.526	6.42	48	0	0
ehbv-avi.27.165-Nannopterum_harrisi	27	ehbv-avi.27.165	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000282.1	+	985438	985782	345	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	16	300	95	142	90.526	6.42	48	0	0
ehbv-avi.27.166-Phalacrocorax_carbo	27	ehbv-avi.27.166	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold9595	+	17420	17734	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	142	86.598	3.32	48	0	0
ehbv-avi.27.167-Urile_pelagicus	27	ehbv-avi.27.167	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000070.1	+	18895	19209	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	142	87.629	4.41	48	0	0
ehbv-avi.27.168-Nannopterum_brasilianus	27	ehbv-avi.27.168	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01000658.1	+	194827	195075	249	avi.27-phalacrocoracidae	Avihepadnavirus	1	78	16	249	78	140	88.462	7.76	48	0	0
ehbv-avi.27.169-Urile_pelagicus	27	ehbv-avi.27.169	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000311.1	-	249566	249889	324	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	13	297	95	140	90.526	2.21	47	0	0
ehbv-avi.27.170-Urile_pelagicus	27	ehbv-avi.27.170	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000110.1	+	402870	403181	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	140	88.66	3.3	47	0	0
ehbv-avi.27.171-Nannopterum_harrisi	27	ehbv-avi.27.171	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000158.1	-	2759372	2759707	336	avi.27-phalacrocoracidae	Avihepadnavirus	2	93	1	276	92	140	88.043	2.06	47	0	0
ehbv-avi.27.172-Nannopterum_brasilianus	27	ehbv-avi.27.172	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01000504.1	-	158381	158845	465	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	94	378	95	140	90.526	1.4	46	0	0
ehbv-avi.27.173-Phalacrocorax_harrisi	27	ehbv-avi.27.173	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000633.1	-	61834	62148	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	140	92.784	2	47	0	0
ehbv-avi.27.174-Phalacrocorax_harrisi	27	ehbv-avi.27.174	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000158.1	-	2759372	2759707	336	avi.27-phalacrocoracidae	Avihepadnavirus	2	93	1	276	92	140	88.043	2.06	47	0	0
ehbv-avi.27.175-Nannopterum_harrisi	27	ehbv-avi.27.175	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000633.1	-	61834	62148	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	140	92.784	2	47	0	0
ehbv-avi.27.176-Nannopterum_brasilianus	27	ehbv-avi.27.176	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01005181.1	-	104806	105210	405	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	16	333	106	139	83.962	1.33	46	1	0
ehbv-avi.27.177-Nannopterum_harrisi	27	ehbv-avi.27.177	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000054.1	+	5384080	5384466	387	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	16	300	95	138	89.474	4.06	46	0	0
ehbv-avi.27.178-Nannopterum_harrisi	27	ehbv-avi.27.178	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000107.1	-	2812057	2812368	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	138	91.753	1.08	46	0	0
ehbv-avi.27.179-Urile_pelagicus	27	ehbv-avi.27.179	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000293.1	+	336478	336792	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	138	88.66	1.43	46	0	0
ehbv-avi.27.180-Phalacrocorax_carbo	27	ehbv-avi.27.180	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold20175	-	9018	9395	378	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	19	306	96	138	83.333	3.31	46	1	0
ehbv-avi.27.181-Phalacrocorax_harrisi	27	ehbv-avi.27.181	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000107.1	-	2812057	2812368	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	138	91.753	1.08	46	0	0
ehbv-avi.27.182-Phalacrocorax_harrisi	27	ehbv-avi.27.182	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000054.1	+	5384080	5384466	387	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	16	300	95	138	89.474	4.06	46	0	0
ehbv-avi.27.183-Urile_pelagicus	27	ehbv-avi.27.183	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000322.1	-	66500	66850	351	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	55	345	97	137	89.691	4.09	46	0	0
ehbv-avi.27.184-Nannopterum_brasilianus	27	ehbv-avi.27.184	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01011051.1	-	19837	20151	315	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	19	309	97	137	90.722	3.32	46	0	0
ehbv-avi.27.185-Phalacrocorax_carbo	27	ehbv-avi.27.185	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold2949	-	15243	15530	288	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	288	97	137	83.505	2.17	46	1	0
ehbv-avi.27.186-Phalacrocorax_harrisi	27	ehbv-avi.27.186	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000313.1	+	6415282	6415584	303	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	297	97	137	86.598	2.48	46	1	0
ehbv-avi.27.187-Nannopterum_harrisi	27	ehbv-avi.27.187	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000313.1	+	6415282	6415584	303	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	297	97	137	86.598	2.48	46	1	0
ehbv-avi.27.188-Nannopterum_brasilianus	27	ehbv-avi.27.188	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01011682.1	+	7761	8114	354	avi.27-phalacrocoracidae	Avihepadnavirus	2	95	1	282	94	137	89.362	4.21	46	0	0
ehbv-avi.27.189-Urile_pelagicus	27	ehbv-avi.27.189	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000338.1	+	1733496	1733855	360	avi.27-phalacrocoracidae	Avihepadnavirus	1	89	16	282	89	137	87.64	8.13	46	0	0
ehbv-avi.27.190-Urile_pelagicus	27	ehbv-avi.27.190	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000532.1	-	3109	3369	261	avi.27-phalacrocoracidae	Avihepadnavirus	1	82	16	261	82	137	85.366	1.83	46	0	0
ehbv-avi.27.191-Nannopterum_brasilianus	27	ehbv-avi.27.191	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01010585.1	-	192	494	303	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	297	97	136	86.598	6.95	46	1	0
ehbv-avi.27.192-Urile_pelagicus	27	ehbv-avi.27.192	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000252.1	+	73850	74125	276	avi.27-phalacrocoracidae	Avihepadnavirus	1	84	16	267	84	135	92.857	1.37	45	0	0
ehbv-avi.27.193-Phalacrocorax_carbo	27	ehbv-avi.27.193	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold29610	+	6813	7139	327	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	135	89.691	2.1	45	0	0
ehbv-avi.27.194-Nannopterum_harrisi	27	ehbv-avi.27.194	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000402.1	+	1320681	1321052	372	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	19	303	95	134	88.421	1.85	44	0	0
ehbv-avi.27.195-Phalacrocorax_harrisi	27	ehbv-avi.27.195	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000073.1	+	1147496	1147840	345	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	13	300	96	134	85.417	6.19	45	1	0
ehbv-avi.27.196-Phalacrocorax_harrisi	27	ehbv-avi.27.196	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000402.1	+	1320681	1321052	372	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	19	303	95	134	88.421	1.85	44	0	0
ehbv-avi.27.197-Nannopterum_harrisi	27	ehbv-avi.27.197	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000073.1	+	1147496	1147840	345	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	13	300	96	134	85.417	6.19	45	1	0
ehbv-avi.27.198-Nannopterum_brasilianus	27	ehbv-avi.27.198	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01001308.1	+	12755	13030	276	avi.27-phalacrocoracidae	Avihepadnavirus	1	84	16	267	84	132	92.857	3.19	44	0	0
ehbv-avi.27.199-Urile_pelagicus	27	ehbv-avi.27.199	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000392.1	+	140091	140429	339	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	28	312	95	131	92.632	1.24	43	0	0
ehbv-avi.27.200-Nannopterum_brasilianus	27	ehbv-avi.27.200	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01002956.1	-	12786	13091	306	avi.27-phalacrocoracidae	Avihepadnavirus	2	97	19	306	96	131	88.542	6.85	44	0	0
ehbv-avi.27.201-Nannopterum_brasilianus	27	ehbv-avi.27.201	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01011476.1	-	87785	88057	273	avi.27-phalacrocoracidae	Avihepadnavirus	4	97	1	273	94	130	86.17	6.75	44	1	0
ehbv-avi.27.202-Phalacrocorax_harrisi	27	ehbv-avi.27.202	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000452.1	+	311845	312324	480	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	28	312	95	130	90.526	1.05	42	0	0
ehbv-avi.27.203-Nannopterum_brasilianus	27	ehbv-avi.27.203	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01010534.1	-	3892	4278	387	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	16	300	95	130	89.474	3.64	43	0	0
ehbv-avi.27.204-Nannopterum_harrisi	27	ehbv-avi.27.204	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000452.1	+	311845	312324	480	avi.27-phalacrocoracidae	Avihepadnavirus	1	95	28	312	95	130	90.526	1.05	42	0	0
ehbv-avi.27.205-Nannopterum_brasilianus	27	ehbv-avi.27.205	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01007416.1	-	5407	5676	270	avi.27-phalacrocoracidae	Avihepadnavirus	10	97	1	264	88	130	89.773	9.83	44	0	0
ehbv-avi.27.206-Phalacrocorax_harrisi	27	ehbv-avi.27.206	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000109.1	+	1609023	1609385	363	avi.27-phalacrocoracidae	Avihepadnavirus	1	89	16	285	90	129	76.667	9.06	43	1	0
ehbv-avi.27.207-Nannopterum_harrisi	27	ehbv-avi.27.207	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000109.1	+	1609023	1609385	363	avi.27-phalacrocoracidae	Avihepadnavirus	1	89	16	285	90	129	76.667	9.06	43	1	0
ehbv-avi.27.208-Phalacrocorax_carbo	27	ehbv-avi.27.208	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold23754	-	204	443	240	avi.27-phalacrocoracidae	Avihepadnavirus	3	84	1	240	82	129	81.707	2.28	43	1	0
ehbv-avi.27.209-Nannopterum_harrisi	27	ehbv-avi.27.209	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000012.1	-	82695	83069	375	avi.27-phalacrocoracidae	Avihepadnavirus	1	88	16	279	88	129	88.636	1.15	42	0	0
ehbv-avi.27.210-Phalacrocorax_harrisi	27	ehbv-avi.27.210	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000018.1	-	149246	149521	276	avi.27-phalacrocoracidae	Avihepadnavirus	1	84	16	267	84	129	91.667	2.3	43	0	0
ehbv-avi.27.211-Phalacrocorax_harrisi	27	ehbv-avi.27.211	Phalacrocorax_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000012.1	-	82695	83069	375	avi.27-phalacrocoracidae	Avihepadnavirus	1	88	16	279	88	129	88.636	1.15	42	0	0
ehbv-avi.27.212-Nannopterum_brasilianus	27	ehbv-avi.27.212	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01007979.1	-	19292	19528	237	avi.27-phalacrocoracidae	Avihepadnavirus	21	97	1	231	77	129	84.416	1.59	43	0	0
ehbv-avi.27.213-Nannopterum_harrisi	27	ehbv-avi.27.213	Nannopterum_harrisi	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000018.1	-	149246	149521	276	avi.27-phalacrocoracidae	Avihepadnavirus	1	84	16	267	84	129	91.667	2.3	43	0	0
ehbv-avi.27.214-Urile_pelagicus	27	ehbv-avi.27.214	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000853.1	+	151253	151564	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	128	88.66	1.15	42	0	0
ehbv-avi.27.215-Nannopterum_brasilianus	27	ehbv-avi.27.215	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01000289.1	+	121534	121845	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	127	90.722	2.56	42	0	0
ehbv-avi.27.216-Nannopterum_brasilianus	27	ehbv-avi.27.216	Nannopterum_brasilianus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	NFME01004950.1	+	16465	16749	285	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	1	279	97	127	85.567	2.68	42	1	0
ehbv-avi.27.217-Urile_pelagicus	27	ehbv-avi.27.217	Urile_pelagicus	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	NFMD01000827.1	-	241853	242164	312	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	16	306	97	127	87.629	5.04	42	0	0
ehbv-avi.27.218-Phalacrocorax_carbo	27	ehbv-avi.27.218	Phalacrocorax_carbo	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	scaffold8716	+	44292	44642	351	avi.27-phalacrocoracidae	Avihepadnavirus	1	97	55	345	97	126	86.598	1.38	41	0	0
